JQ175823.1.<1.>652	315380	species	Piculus flavigula	131567;2759;33154;33208;6072;33213;33511;7711;89593;7742;7776;117570;117571;8287;1338369;32523;32524;8457;32561;1329799;8492;436486;436489;436491;436492;8782;8825;3078114;3073808;3073810;9219;9220;51360;315380
MZ508474.1.<1.>656	81069	species	Luehdorfia chinensis	131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6960;50557;85512;7496;33340;33392;85604;7088;41191;41196;41197;37567;104431;37572;7143;42290;213900;76207;81069
KJ395030.1.<1.>613	150235	species	Cicindela maroccana	131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6960;50557;85512;7496;33340;33392;7041;41071;535382;41073;27450;1324880;27452;93201;150235
MG289361.1.<1.>588	1692426	species	Pipunculus luteicornis	131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6960;50557;85512;7496;33340;33392;7147;7203;43733;480118;480117;43737;43740;43835;115240;240897;240898;1692426
MF867130.1.<1.>564	2590960	species	Amiota deltoidea	131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6960;50557;85512;7496;33340;33392;7147;7203;43733;480118;480117;43738;43741;43746;7214;43846;46881;106236;106235;2590960
OR459418.1.<1.>616	357443	species	Simulium truncatum	131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6960;50557;85512;7496;33340;33392;7147;7148;43786;41828;7190;43813;44570;7191;47389;47407;357443
OM595178.1.<1.>618	3056726	species	Canesia canescens	131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6960;50557;85512;7496;33340;33392;85604;7088;41191;41196;41197;37567;104431;40092;40093;40100;3056725;3056726
MG382233.1.<1.>591	288840	species	Prodiamesa olivacea	131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6960;50557;85512;7496;33340;33392;7147;7148;43786;41828;7149;59806;288839;288840
MZ421674.1.<1.>624	879489	species	Enneapterygius tutuilae	131567;2759;33154;33208;6072;33213;33511;7711;89593;7742;7776;117570;117571;7898;186623;41665;32443;1489341;186625;1489388;123365;123366;123367;123368;123369;1489872;1489908;1489920;1489921;56717;57771;722434;130720;879489
GQ328961.1.<1.>647	84307	species	Derocheilocaris typica	131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6657;2172819;72039;116175;84305;84306;84307
KR600597.1.<1.>555	2233719	species	Cecropterus bathyllus	131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6960;50557;85512;7496;33340;33392;85604;7088;41191;41196;41197;37567;104431;40092;40093;1053962;2558922;2233715;2754021;2233719
KR581498.1.<1.>602	2929893	species	Chalcosyrphus chalybeus	131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6960;50557;85512;7496;33340;33392;7147;7203;43733;480118;480117;43737;43740;34680;115244;224230;115253;2929893
KR569822.1.<1.>549	1100979	species	Epiblema foenella	131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6960;50557;85512;7496;33340;33392;85604;7088;41191;41196;41197;37567;104430;37568;7139;81687;581385;111440;1100979
JX017834.1.<1.>1440	33392	cohort	Endopterygota	131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6960;50557;85512;7496;33340;33392
MK628576.1.<1.>424	32263	genus	Tetranychus	131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;6843;6854;6933;6946;83136;6947;83145;188550;83146;32262;32263
MN942813.1.<1.>658	74873	species	Anopheles sinensis	131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6960;50557;85512;7496;33340;33392;7147;7148;43786;41827;7157;43816;7164;44482;58247;58250;59131;74873
GU014049.1.<1.>657	168636	species	Eisenia andrei	131567;2759;33154;33208;6072;33213;33317;2697495;1206795;6340;42113;6381;2803884;6391;6392;1046325;6393;168636
GU669173.1.<1.>643	206113	species	Anopheles peditaeniatus	131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6960;50557;85512;7496;33340;33392;7147;7148;43786;41827;7157;43816;7164;44482;58247;58250;59131;59132;206113
OM586894.1.<1.>582	1817655	species	Sciara hebes	131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6960;50557;85512;7496;33340;33392;7147;7148;43784;41830;7184;82677;1817655
MK057513.1.<1.>664	700369	species	Ablabesmyia monilis	131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6960;50557;85512;7496;33340;33392;7147;7148;43786;41828;7149;43810;55261;46216;700369
MF870828.1.<1.>588	2867170	species	Hydrotaea pandellei	131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6960;50557;85512;7496;33340;33392;7147;7203;43733;480118;480117;43738;43742;43754;7366;307266;58282;221904;2867170
KJ966043.1.<1.>658	347419	species	Omalium rivulare	131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6960;50557;85512;7496;33340;33392;7041;41084;41085;75543;29026;144867;66542;347417;347419
MF906919.1.<1.>585	2495264	species	Tachysphex difficilis	131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6960;50557;85512;7496;33340;33392;7399;7400;7434;34735;253718;253722;288417;421330;288418;2495264
KR096383.1.<1.>614	229835	species	Chamobates cuspidatus	131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;6843;6854;6933;6946;83137;66551;229894;66568;198259;198260;229835
KR224382.1.<1.>544	682770	species	Loxura atymnus	131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6960;50557;85512;7496;33340;33392;85604;7088;41191;41196;41197;37567;104431;37572;27544;42300;140315;544361;682770
KR889571.1.<1.>582	1441537	species	Idaea joannisiata	131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6960;50557;85512;7496;33340;33392;85604;7088;41191;41196;41197;37567;104431;82592;82593;104442;104446;1441537
MF508664.1.<1.>631	202609	species	Carcharhinus falciformis	131567;2759;33154;33208;6072;33213;33511;7711;89593;7742;7776;7777;7778;119203;119197;119195;30483;7805;7806;202609
KR342975.1.<1.>555	441325	species	Pontia daplidice	131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6960;50557;85512;7496;33340;33392;85604;7088;41191;41196;41197;37567;104431;37572;7114;42449;152601;42293;441325
MN372268.1.<1.>526	38117	species	Dactylopius confusus	131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6960;50557;85512;7496;33340;33342;7524;33373;33381;38115;38116;38117
MG894314.1.<1.>658	2681047	species	Stenomorphus californicus	131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6960;50557;85512;7496;33340;33392;7041;41071;535382;41073;71541;60759;247446;2681047
KR600328.1.<1.>636	1812703	species	Atylotus miser	131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6960;50557;85512;7496;33340;33392;7147;7203;43735;1262365;7205;43921;59857;1310336;1812703
MW556521.1.<1.>552	347309	species	Cerylon histeroides	131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6960;50557;85512;7496;33340;33392;7041;41084;41088;2939015;196994;347306;347309
PV433327.1.<1.>605	3349208	species	Tetragonoderus elegans	131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6960;50557;85512;7496;33340;33392;7041;41071;535382;41073;878118;63831;63832;3349208
OM554065.1.<1.>658	1780385	species	Culicoides fulvus	131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6960;50557;85512;7496;33340;33392;7147;7148;43786;41828;41819;43801;58262;41820;58269;1780385
KR523699.1.<1.>591	7173	species	Anopheles arabiensis	131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6960;50557;85512;7496;33340;33392;7147;7148;43786;41827;7157;43816;7164;44534;44537;44542;7173
KU550707.1.<1.>661	245747	genus	Neoplecostomus	131567;2759;33154;33208;6072;33213;33511;7711;89593;7742;7776;117570;117571;7898;186623;41665;32443;1489341;186625;186634;32519;186626;186628;7995;1489791;31002;503144;245747
MH841813.1.<1.>474	1557475	species	Gadirtha pulchra	131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6960;50557;85512;7496;33340;33392;85604;7088;41191;41196;41197;37567;104431;37570;319783;656904;1414594;1557475
MT293831.1.<1.>561	157729	species	Saccostrea mordax	131567;2759;33154;33208;6072;33213;33317;2697495;1206795;6447;6544;2785011;6545;6562;98302;6563;33508;157729
KR208210.1.<1.>629	40104	species	Agrius cingulata	131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6960;50557;85512;7496;33340;33392;85604;7088;41191;41196;41197;37567;104431;37569;7128;82616;469307;40103;40104
OM603521.1.<1.>531	1817603	species	Bradysia giraudii	131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6960;50557;85512;7496;33340;33392;7147;7148;43784;41830;7184;35571;1817603
MF704084.1.<1.>658	1725472	species	Pegoplata nigroscutellata	131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6960;50557;85512;7496;33340;33392;7147;7203;43733;480118;480117;43738;43742;43754;30062;1993537;559699;1725472
GU710033.1.<1.>638	1132395	species	Psychoda phalaenoides	131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6960;50557;85512;7496;33340;33392;7147;7148;43787;41831;7197;41832;7201;1132395
MG172993.1.<1.>582	1473664	species	Neoascia metallica	131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6960;50557;85512;7496;33340;33392;7147;7203;43733;480118;480117;43737;43740;34680;115244;115252;224222;1473664
PQ504339.1.<1.>660	753373	species	Myrmecozela ochraceella	131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6960;50557;85512;7496;33340;33392;85604;7088;41191;41196;41197;37567;41011;41012;753652;753372;753373
MG122037.1.<1.>580	2338625	species	Polyardis silvalis	131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6960;50557;85512;7496;33340;33392;7147;7148;43784;41830;33406;1588181;2338624;2338625
JF492973.1.<1.>557	458611	species	Stromateus brasiliensis	131567;2759;33154;33208;6072;33213;33511;7711;89593;7742;7776;117570;117571;7898;186623;41665;32443;1489341;186625;1489388;123365;123366;123367;123368;123369;1489872;1489885;1489894;94243;94244;458611
GU803946.1.<1.>658	741598	species	Marthula quadrata	131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6960;50557;85512;7496;33340;33392;85604;7088;41191;41196;41197;37567;104431;37570;37571;688638;741597;741598
KU064506.1.<1.>623	332931	species	Saturnia pavonia	131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6960;50557;85512;7496;33340;33392;85604;7088;41191;41196;41197;37567;104431;37569;7117;82587;180245;37854;2569836;332931
JF435984.1.<1.>657	1446195	species	Platypalpus caucasicus	131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6960;50557;85512;7496;33340;33392;7147;7203;43733;480118;50672;1446258;92568;192608;1446195
MN053135.1.<1.>658	36984	species	Cryptocercus punctulatus	131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6960;50557;85512;7496;33340;33341;6970;85823;1049657;36982;36983;36984
KR807589.1.<1.>622	1419303	species	Microplitis lugubris	131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6960;50557;85512;7496;33340;33392;7399;7400;7401;7402;65207;51538;1419303
OR459473.1.<1.>614	1828773	species	Chalcosyrphus ontario	131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6960;50557;85512;7496;33340;33392;7147;7203;43733;480118;480117;43737;43740;34680;115244;224230;115253;1828773
MG314438.1.<1.>571	2049203	species	Zabuella tenellus	131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6960;50557;85512;7496;33340;33392;85604;7088;41191;41196;41197;37567;104431;37572;124343;42265;124372;1704467;2049203
KR573477.1.<1.>544	190359	species	Scopula imitaria	131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6960;50557;85512;7496;33340;33392;85604;7088;41191;41196;41197;37567;104431;82592;82593;104442;104443;190359
KF815040.1.<1.>657	219410	species	Thalassoma lunare	131567;2759;33154;33208;6072;33213;33511;7711;89593;7742;7776;117570;117571;7898;186623;41665;32443;1489341;186625;1489388;123365;123366;123367;123368;123369;1489872;1489922;1489928;8247;76337;219410
KJ850842.1.<1.>660	1088897	species	Nassarius succinctus	131567;2759;33154;33208;6072;33213;33317;2697495;1206795;6447;6448;69555;6479;216303;6483;1934898;6484;1088897
KM949937.1.<1.>583	1425304	species	Anaxipha exigua	131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6960;50557;85512;7496;33340;33341;6993;6994;2174975;70906;494411;209173;209174;1425304
KP697176.1.<1.>713	2495456	species	Leucophenga setipalpis	131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6960;50557;85512;7496;33340;33392;7147;7203;43733;480118;480117;43738;43741;43746;7214;43846;46882;46883;7329;2495456
JN130836.1.<1.>543	95136	species	Ranoidea nannotis	131567;2759;33154;33208;6072;33213;33511;7711;89593;7742;7776;117570;117571;8287;1338369;32523;8292;41666;8342;8416;8417;8418;192733;2777416;95136
JF442217.1.<1.>521	128106	species	Proechimys cuvieri	131567;2759;33154;33208;6072;33213;33511;7711;89593;7742;7776;117570;117571;8287;1338369;32523;32524;40674;32525;9347;1437010;314146;314147;9989;33550;10161;10162;128106
HM914346.1.<1.>658	112267	species	Anopheles barbirostris	131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6960;50557;85512;7496;33340;33392;7147;7148;43786;41827;7157;43816;7164;44482;58247;58250;59127;59128;112267
KX072518.1.<1.>658	687054	species	Perispasta caeculalis	131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6960;50557;85512;7496;33340;33392;85604;7088;41191;41196;41197;37567;104431;37573;268499;40080;582127;687054
HQ920899.1.<1.>658	214302	species	Peridea basitriens	131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6960;50557;85512;7496;33340;33392;85604;7088;41191;41196;41197;37567;104431;37570;37571;319765;214301;214302
OQ471900.1.<1.>553	141827	species	Corynosoma strumosum	131567;2759;33154;33208;6072;33213;33317;2697495;1206795;10232;45080;45081;60522;60529;141827
MG376792.1.<1.>577	239223	species	Ectopsocus meridionalis	131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6960;50557;85512;7496;33340;33342;1930602;38127;239226;298048;38128;239222;239223
MZ407977.1.<1.>615	33340	infraclass	Neoptera	131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6960;50557;85512;7496;33340
KF492143.1.<1.>658	559649	species	Hydrotaea irritans	131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6960;50557;85512;7496;33340;33392;7147;7203;43733;480118;480117;43738;43742;43754;7366;307266;58282;221904;559649
KM552111.1.<1.>632	420856	species	Ducetia japonica	131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6960;50557;85512;7496;33340;33341;6993;6994;2018325;70905;62784;117677;473627;420855;420856
MF816273.1.<1.>567	1659361	species	Emblyna maxima	131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;6843;6854;6893;6905;74971;94020;134564;134565;336649;1659361
MN304984.1.<1.>721	211171	species	Mesocriconema xenoplax	131567;2759;33154;33208;6072;33213;33317;1206794;6231;119089;6236;6300;33283;211167;211168;619225;211170;211171
KR883517.1.<1.>470	571775	species	Myrmica lobifrons	131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6960;50557;85512;7496;33340;33392;7399;7400;7434;2153479;36668;34695;144012;27492;571775
MG080464.1.<1.>582	1692337	species	Bicellaria furcifer	131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6960;50557;85512;7496;33340;33392;7147;7203;43733;480118;50672;1446258;92566;192473;1692337
JX657943.1.<1.>308	1588514	species	Trachyphloeus scabriculus	131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6960;50557;85512;7496;33340;33392;7041;41084;41088;71529;7042;39814;465384;202222;1588514
KR683916.1.<1.>588	113150	species	Trichopalpus punctipes	131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6960;50557;85512;7496;33340;33392;7147;7203;43733;480118;480117;43738;43742;43754;43756;95472;95470;113150
MG311128.1.<1.>576	7371	family	Calliphoridae	131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6960;50557;85512;7496;33340;33392;7147;7203;43733;480118;480117;43738;43742;43755;7371
KX351338.1.<1.>658	1452974	species	Protohermes costalis	131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6960;50557;85512;7496;33340;33392;85817;50553;50554;85815;508444;1452974
MW358135.1.<1.>505	2798054	species	Coniceromyia bellatula	131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6960;50557;85512;7496;33340;33392;7147;7203;43733;480118;480117;43737;43739;36164;43832;2797116;2798054
OQ526286.1.<1.>633	1872030	species	Brigittea civica	131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;6843;6854;6893;6905;74971;94020;134564;134565;1872029;1872030
LT671747.1.<1.>642	2259709	species	Mastoptera minuta	131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6960;50557;85512;7496;33340;33392;7147;7203;43733;480118;480117;43738;43742;43753;81697;81715;2259707;2259709
AY319468.1.<1.>615	12992	genus	Cassiopea	131567;2759;33154;33208;6072;6073;6142;37535;37536;12992
KR511504.1.<1.>540	253426	species	Helina lasiophthalma	131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6960;50557;85512;7496;33340;33392;7147;7203;43733;480118;480117;43738;43742;43754;7366;57887;253425;253426
KM970400.1.<1.>561	466580	species	Pteronarcys sachalina	131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6960;50557;85512;7496;33340;33341;50622;70404;143751;143752;466580
KF946871.1.<1.>693	48155	species	Sylvia atricapilla	131567;2759;33154;33208;6072;33213;33511;7711;89593;7742;7776;117570;117571;8287;1338369;32523;32524;8457;32561;1329799;8492;436486;436489;436491;436492;8782;8825;3078114;3073808;3073809;9126;2116661;36270;552881;43162;48155
AB440033.1.<1.>474	1208507	species	Coccus penangensis	131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6960;50557;85512;7496;33340;33342;7524;33373;33381;30189;538669;1208507
PP812219.1.<74648.75877	716546	clade	leotiomyceta	131567;2759;33154;4751;451864;4890;716545;147538;716546
KM449374.1.<1.>658	1588297	species	Ontholestes haroldi	131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6960;50557;85512;7496;33340;33392;7041;41084;41085;75543;29026;351514;82886;295648;66335;1588297
